Timestamp,Substation_ID,Asset_ID,Voltage_V,Current_A,Power_kW,Frequency_Hz,Energy_Consumed_kWh,Load_Type,Fault_Event,Reconfig_Action,Asset_Type
5/1/2025 0:48,SS_001,SW_01,231.3,12.35,2.86,49.75,0.0477,Residential,None,None,Switch
5/1/2025 0:49,SS_001,SW_01,223.4,11.57,2.58,50.06,0.043,Residential,None,None,Switch
5/1/2025 0:50,SS_001,TR_01,231.25,11.04,2.55,49.86,0.0425,Residential,None,None,Transformer
5/1/2025 0:51,SS_001,SW_01,231.16,10.88,2.52,49.86,0.042,Residential,None,None,Switch
5/1/2025 0:52,SS_002,SM_01,239.33,11.42,2.73,49.76,0.0455,Commercial,None,None,SmartMeter
5/1/2025 0:53,SS_001,SW_01,233.28,7.08,1.65,50.16,0.0275,Residential,None,None,Switch
5/1/2025 0:54,SS_001,TR_01,235.79,7.54,1.78,50.19,0.0297,Residential,Outage,Load_Balance,Transformer
5/1/2025 0:55,SS_001,SW_01,232.06,12.47,2.89,50.38,0.0482,Residential,None,None,Switch
5/1/2025 0:56,SS_002,TR_01,228.77,7.74,1.77,49.82,0.0295,Commercial,None,None,Transformer
5/1/2025 0:57,SS_001,SW_01,225.92,9.77,2.21,50.07,0.0368,Residential,None,None,Switch
5/1/2025 0:58,SS_001,SM_01,231.38,12.48,2.89,50,0.0482,Industrial,None,None,SmartMeter
5/1/2025 0:59,SS_002,SW_01,237.27,9.21,2.19,50.54,0.0365,Commercial,None,None,Switch
5/1/2025 1:00,SS_001,SW_01,233.13,7.43,1.73,49.79,0.0288,Commercial,UnderVoltage,Load_Balance,Switch
5/1/2025 1:01,SS_001,TR_01,232.41,9.33,2.17,50.14,0.0362,Industrial,None,None,Transformer
5/1/2025 1:02,SS_001,TR_01,232.37,9.78,2.27,49.83,0.0378,Commercial,None,None,Transformer
5/1/2025 1:03,SS_002,SM_01,222.43,8.66,1.93,50.17,0.0322,Residential,None,None,SmartMeter
5/1/2025 1:04,SS_002,SM_01,231.07,6.26,1.45,50.03,0.0242,Residential,None,None,SmartMeter
5/1/2025 1:05,SS_001,SW_01,231.93,7.35,1.7,50.03,0.0283,Industrial,None,None,Switch
5/1/2025 1:06,SS_001,SW_01,230.29,6.57,1.51,50.07,0.0252,Industrial,None,None,Switch
5/1/2025 1:07,SS_001,SM_01,232.8,13.25,3.08,50.21,0.0513,Commercial,None,None,SmartMeter
5/1/2025 1:08,SS_001,SW_01,223.11,7.19,1.6,50.1,0.0267,Commercial,None,None,Switch
5/1/2025 1:09,SS_001,SM_01,232.57,11.55,2.69,50.77,0.0448,Industrial,None,None,SmartMeter
5/1/2025 1:10,SS_002,TR_01,232.85,13.41,3.12,50.19,0.052,Residential,None,None,Transformer
5/1/2025 1:11,SS_002,TR_01,233.26,9.05,2.11,50.15,0.0352,Residential,None,None,Transformer
5/1/2025 1:12,SS_002,SM_01,226.14,9.29,2.1,49.9,0.035,Commercial,None,None,SmartMeter
5/1/2025 1:13,SS_001,SW_01,230.41,16.94,3.9,49.63,0.065,Residential,None,None,Switch
5/1/2025 1:14,SS_002,SM_01,233.43,5.16,1.2,49.91,0.02,Commercial,None,None,SmartMeter
5/1/2025 1:15,SS_002,TR_01,235.44,10.19,2.4,49.78,0.04,Industrial,Outage,Load_Balance,Transformer
5/1/2025 1:16,SS_002,SW_01,226.42,12.04,2.73,49.85,0.0455,Commercial,None,None,Switch
5/1/2025 1:17,SS_002,TR_01,231.08,10.14,2.34,49.87,0.039,Commercial,None,None,Transformer
5/1/2025 1:18,SS_001,SM_01,240.72,11.9,2.86,49.59,0.0477,Residential,None,None,SmartMeter
5/1/2025 1:19,SS_002,SM_01,230.93,8.01,1.85,50.17,0.0308,Industrial,None,None,SmartMeter
5/1/2025 1:20,SS_001,TR_01,226.04,9.66,2.18,50.1,0.0363,Commercial,None,None,Transformer
5/1/2025 1:21,SS_002,SM_01,234.33,6.4,1.5,49.93,0.025,Commercial,None,None,SmartMeter
5/1/2025 1:22,SS_001,SW_01,227.63,8.04,1.83,50.35,0.0305,Industrial,None,None,Switch
5/1/2025 1:23,SS_002,SM_01,232.02,6.22,1.44,50.18,0.024,Industrial,None,None,SmartMeter
5/1/2025 1:24,SS_002,TR_01,240.61,13.1,3.15,49.7,0.0525,Commercial,Overload,Load_Balance,Transformer
5/1/2025 1:25,SS_001,SW_01,227.58,13.8,3.14,49.86,0.0523,Commercial,None,None,Switch
5/1/2025 1:26,SS_002,SW_01,232.22,12.32,2.86,49.81,0.0477,Industrial,None,None,Switch
5/1/2025 1:27,SS_002,SW_01,229.7,0.28,0.06,49.8,0.001,Commercial,None,None,Switch
5/1/2025 1:28,SS_001,TR_01,228.74,6.26,1.43,50.33,0.0238,Residential,None,None,Transformer
5/1/2025 1:29,SS_002,SW_01,222.85,8.68,1.93,50.03,0.0322,Industrial,None,None,Switch
5/1/2025 1:30,SS_002,SM_01,237.21,5.69,1.35,50.23,0.0225,Industrial,None,None,SmartMeter
5/1/2025 1:31,SS_002,TR_01,230.05,7.06,1.62,50.09,0.027,Industrial,None,None,Transformer
5/1/2025 1:32,SS_002,TR_01,231,8.2,1.89,50.01,0.0315,Industrial,None,None,Transformer
5/1/2025 1:33,SS_002,SW_01,228.07,10.34,2.36,50.13,0.0393,Residential,Outage,Load_Balance,Switch
5/1/2025 1:34,SS_002,TR_01,237.93,6.29,1.5,50.43,0.025,Residential,None,None,Transformer
5/1/2025 1:35,SS_002,TR_01,220.24,9.54,2.1,50.12,0.035,Commercial,Outage,Load_Balance,Transformer
5/1/2025 1:36,SS_001,SM_01,231.4,8.13,1.88,49.96,0.0313,Industrial,None,None,SmartMeter
5/1/2025 1:37,SS_001,TR_01,227.53,8.23,1.87,50.17,0.0312,Residential,None,None,Transformer
5/1/2025 1:38,SS_001,SW_01,231.79,7.92,1.84,50.18,0.0307,Commercial,None,None,Switch
5/1/2025 1:39,SS_001,TR_01,231.54,12.44,2.88,50.13,0.048,Residential,None,None,Transformer
5/1/2025 1:40,SS_001,TR_01,225.86,8.32,1.88,50.15,0.0313,Commercial,None,None,Transformer
5/1/2025 1:41,SS_001,SM_01,233.05,9.94,2.32,50.02,0.0387,Residential,None,None,SmartMeter
5/1/2025 1:42,SS_001,SM_01,236.39,8.23,1.95,50.11,0.0325,Residential,None,None,SmartMeter
5/1/2025 1:43,SS_002,SM_01,228.99,9.35,2.14,50.22,0.0357,Residential,None,None,SmartMeter
5/1/2025 1:44,SS_002,TR_01,234.13,12.44,2.91,50.26,0.0485,Industrial,None,None,Transformer
5/1/2025 1:45,SS_002,SW_01,230.11,12.05,2.77,49.94,0.0462,Residential,None,None,Switch
5/1/2025 1:46,SS_001,SM_01,231.62,9.61,2.23,50.02,0.0372,Residential,None,None,SmartMeter
5/1/2025 1:47,SS_002,TR_01,232.98,7.55,1.76,50.42,0.0293,Industrial,Overload,Load_Balance,Transformer
5/1/2025 1:48,SS_002,TR_01,224.97,6.36,1.43,50.23,0.0238,Industrial,None,None,Transformer
5/1/2025 1:49,SS_001,SW_01,233.96,11.87,2.78,50.13,0.0463,Industrial,None,None,Switch
5/1/2025 1:50,SS_001,TR_01,229.94,7.31,1.68,50.02,0.028,Commercial,Overload,Load_Balance,Transformer
5/1/2025 1:51,SS_001,TR_01,226.61,12.93,2.93,49.97,0.0488,Commercial,None,None,Transformer
5/1/2025 1:52,SS_001,SW_01,225.87,9.04,2.04,50.08,0.034,Residential,None,None,Switch
5/1/2025 1:53,SS_001,SW_01,227.18,7.53,1.71,50.05,0.0285,Residential,None,None,Switch
5/1/2025 1:54,SS_001,SW_01,231.22,8.48,1.96,49.91,0.0327,Industrial,None,None,Switch
5/1/2025 1:55,SS_001,TR_01,231.16,5.66,1.31,49.72,0.0218,Industrial,None,None,Transformer
5/1/2025 1:56,SS_001,TR_01,226.41,9.36,2.12,50.06,0.0353,Residential,None,None,Transformer
5/1/2025 1:57,SS_002,SW_01,237.38,12.57,2.98,49.97,0.0497,Industrial,None,None,Switch
5/1/2025 1:58,SS_002,SM_01,229.9,6.99,1.61,50,0.0268,Commercial,Outage,Load_Balance,SmartMeter
5/1/2025 1:59,SS_001,SW_01,228.56,10.97,2.51,49.83,0.0418,Commercial,None,None,Switch
5/1/2025 2:00,SS_001,SW_01,232.6,14.6,3.4,49.98,0.0567,Residential,None,None,Switch
5/1/2025 2:01,SS_002,SM_01,232.01,12.07,2.8,49.92,0.0467,Industrial,None,None,SmartMeter
5/1/2025 2:02,SS_002,TR_01,231.12,10.04,2.32,50.02,0.0387,Industrial,None,None,Transformer
5/1/2025 2:03,SS_001,SM_01,226.13,10.07,2.28,50.1,0.038,Industrial,None,None,SmartMeter
5/1/2025 2:04,SS_001,TR_01,237.26,12.88,3.06,50.43,0.051,Commercial,None,None,Transformer
5/1/2025 2:05,SS_001,SW_01,226.16,12.62,2.85,50.04,0.0475,Industrial,None,None,Switch
5/1/2025 2:06,SS_002,SM_01,240.95,7.58,1.83,49.83,0.0305,Commercial,Outage,Load_Balance,SmartMeter
5/1/2025 2:07,SS_001,SM_01,227,3.63,0.82,49.89,0.0137,Industrial,None,None,SmartMeter
5/1/2025 2:08,SS_002,SW_01,226.2,10.45,2.36,50.07,0.0393,Industrial,None,None,Switch
5/1/2025 2:09,SS_001,SW_01,239.38,12.85,3.08,49.88,0.0513,Industrial,None,None,Switch
5/1/2025 2:10,SS_002,SW_01,225.51,11.48,2.59,49.74,0.0432,Commercial,None,None,Switch
5/1/2025 2:11,SS_001,SW_01,239.16,13.54,3.24,49.91,0.054,Commercial,None,None,Switch
5/1/2025 2:12,SS_002,SW_01,221.43,14.06,3.11,49.98,0.0518,Commercial,None,None,Switch
5/1/2025 2:13,SS_001,SM_01,236.19,5.22,1.23,49.88,0.0205,Residential,Outage,Load_Balance,SmartMeter
5/1/2025 2:14,SS_002,SW_01,230.03,10.14,2.33,49.91,0.0388,Residential,None,None,Switch
5/1/2025 2:15,SS_002,SW_01,233.11,6.8,1.59,49.97,0.0265,Commercial,None,None,Switch
5/1/2025 2:16,SS_001,TR_01,230.6,11.54,2.66,50.14,0.0443,Industrial,None,None,Transformer
5/1/2025 2:17,SS_002,SM_01,224.38,5.4,1.21,50.26,0.0202,Commercial,None,None,SmartMeter
5/1/2025 2:18,SS_002,SM_01,231.66,7.75,1.8,50.31,0.03,Residential,None,None,SmartMeter
5/1/2025 2:19,SS_002,SW_01,230.58,13.54,3.12,50.01,0.052,Residential,Outage,Load_Balance,Switch
5/1/2025 2:20,SS_002,SM_01,240.3,15.27,3.67,49.95,0.0612,Residential,None,None,SmartMeter
5/1/2025 2:21,SS_002,SW_01,234.86,11.94,2.8,50.27,0.0467,Commercial,None,None,Switch
5/1/2025 2:22,SS_002,SW_01,225.18,12.06,2.72,50.21,0.0453,Residential,None,None,Switch
5/1/2025 2:23,SS_001,SW_01,221.21,6.45,1.43,49.59,0.0238,Residential,None,None,Switch
5/1/2025 2:24,SS_002,SW_01,228.65,12.15,2.78,50.3,0.0463,Industrial,None,None,Switch
5/1/2025 2:25,SS_002,TR_01,230.37,14.89,3.43,49.72,0.0572,Industrial,None,None,Transformer
5/1/2025 2:26,SS_001,SM_01,221.48,9.83,2.18,50.08,0.0363,Industrial,None,None,SmartMeter
5/1/2025 2:27,SS_002,TR_01,229.84,3.8,0.87,49.98,0.0145,Commercial,None,None,Transformer
5/1/2025 2:28,SS_001,SM_01,223.48,12.01,2.68,50.07,0.0447,Industrial,None,None,SmartMeter
5/1/2025 2:29,SS_001,SW_01,225.3,8.46,1.91,49.79,0.0318,Residential,None,None,Switch
5/1/2025 2:30,SS_002,TR_01,229.69,12.87,2.96,49.8,0.0493,Commercial,UnderVoltage,Load_Balance,Transformer
5/1/2025 2:31,SS_001,TR_01,232.52,8.41,1.96,49.84,0.0327,Residential,None,None,Transformer
5/1/2025 2:32,SS_002,SW_01,229.46,6.89,1.58,49.89,0.0263,Commercial,None,None,Switch
5/1/2025 2:33,SS_002,SM_01,224.01,15.89,3.56,50.01,0.0593,Residential,None,None,SmartMeter
5/1/2025 2:34,SS_001,SM_01,226.5,10.64,2.41,49.98,0.0402,Residential,None,None,SmartMeter
5/1/2025 2:35,SS_002,SW_01,228.9,11.84,2.71,50.15,0.0452,Industrial,None,None,Switch
5/1/2025 2:36,SS_001,TR_01,227.35,8.27,1.88,49.94,0.0313,Residential,None,None,Transformer
5/1/2025 2:37,SS_001,TR_01,218.49,5.45,1.19,50.27,0.0198,Industrial,None,None,Transformer
5/1/2025 2:38,SS_001,TR_01,238.22,9.25,2.2,50.12,0.0367,Residential,None,None,Transformer
5/1/2025 2:39,SS_001,SM_01,231.56,19.24,4.46,50.22,0.0743,Commercial,None,None,SmartMeter
5/1/2025 2:40,SS_002,TR_01,229.36,7.13,1.64,49.68,0.0273,Industrial,None,None,Transformer
5/1/2025 2:41,SS_001,SW_01,231.02,7.73,1.79,49.72,0.0298,Industrial,None,None,Switch
5/1/2025 2:42,SS_002,SW_01,226.77,6.76,1.53,50.34,0.0255,Commercial,None,None,Switch
5/1/2025 2:43,SS_002,SM_01,234.41,9.98,2.34,50.3,0.039,Commercial,None,None,SmartMeter
5/1/2025 2:44,SS_002,SW_01,230.39,7.42,1.71,50.3,0.0285,Industrial,None,None,Switch
5/1/2025 2:45,SS_002,TR_01,232.69,6.89,1.6,49.96,0.0267,Industrial,None,None,Transformer
5/1/2025 2:46,SS_002,SM_01,225.62,5.85,1.32,50.19,0.022,Commercial,None,None,SmartMeter
5/1/2025 2:47,SS_001,SW_01,239.55,5.8,1.39,50.11,0.0232,Residential,None,None,Switch
5/1/2025 2:48,SS_001,SM_01,226.75,8.54,1.94,49.88,0.0323,Commercial,None,None,SmartMeter
5/1/2025 2:49,SS_001,TR_01,225.68,10.15,2.29,49.83,0.0382,Industrial,None,None,Transformer
5/1/2025 2:50,SS_002,SW_01,231.35,9.85,2.28,49.95,0.038,Residential,None,None,Switch
5/1/2025 2:51,SS_001,SW_01,225.46,8.27,1.86,50.15,0.031,Industrial,UnderVoltage,Load_Balance,Switch
5/1/2025 2:52,SS_002,SW_01,232.5,7.07,1.64,50.02,0.0273,Industrial,None,None,Switch
5/1/2025 2:53,SS_002,SM_01,233.76,4.99,1.17,50.11,0.0195,Residential,None,None,SmartMeter
5/1/2025 2:54,SS_001,SW_01,226.69,11.71,2.65,49.85,0.0442,Residential,None,None,Switch
5/1/2025 2:55,SS_002,SW_01,220.98,5.12,1.13,50.01,0.0188,Commercial,None,None,Switch
5/1/2025 2:56,SS_002,SM_01,231.3,7.29,1.69,50.13,0.0282,Commercial,None,None,SmartMeter
5/1/2025 2:57,SS_002,TR_01,221.69,9.8,2.17,49.76,0.0362,Commercial,None,None,Transformer
5/1/2025 2:58,SS_002,SM_01,226.74,10.14,2.3,49.83,0.0383,Residential,None,None,SmartMeter
5/1/2025 2:59,SS_002,TR_01,228.08,13.02,2.97,49.88,0.0495,Industrial,None,None,Transformer
5/1/2025 3:00,SS_001,SM_01,234.18,6.61,1.55,50.11,0.0258,Residential,None,None,SmartMeter
5/1/2025 3:01,SS_001,TR_01,237.21,2.59,0.61,49.84,0.0102,Commercial,None,None,Transformer
5/1/2025 3:02,SS_001,SW_01,232.89,9.39,2.19,50.07,0.0365,Industrial,None,None,Switch
5/1/2025 3:03,SS_002,SW_01,226.98,10.26,2.33,49.97,0.0388,Residential,None,None,Switch
5/1/2025 3:04,SS_001,SM_01,235.84,10.76,2.54,50.07,0.0423,Commercial,None,None,SmartMeter
5/1/2025 3:05,SS_002,TR_01,227.94,8.54,1.95,49.91,0.0325,Industrial,None,None,Transformer
5/1/2025 3:06,SS_001,SW_01,231.97,8.74,2.03,50.06,0.0338,Industrial,None,None,Switch
5/1/2025 3:07,SS_001,TR_01,240.38,12.61,3.03,49.93,0.0505,Industrial,None,None,Transformer
5/1/2025 3:08,SS_001,SM_01,236.01,8.78,2.07,49.59,0.0345,Residential,Overload,Load_Balance,SmartMeter
5/1/2025 3:09,SS_002,SM_01,224.96,4.39,0.99,49.93,0.0165,Commercial,None,None,SmartMeter
5/1/2025 3:10,SS_002,SW_01,230.09,15.03,3.46,50.07,0.0577,Industrial,None,None,Switch
5/1/2025 3:11,SS_002,SM_01,228.9,12.49,2.86,49.56,0.0477,Residential,None,None,SmartMeter
5/1/2025 3:12,SS_002,TR_01,231.18,12.31,2.85,49.7,0.0475,Commercial,None,None,Transformer
5/1/2025 3:13,SS_002,TR_01,235.72,11.02,2.6,49.92,0.0433,Commercial,None,None,Transformer
5/1/2025 3:14,SS_001,TR_01,233.16,16.81,3.92,50.04,0.0653,Commercial,None,None,Transformer
5/1/2025 3:15,SS_001,SW_01,231.24,8.62,1.99,49.83,0.0332,Residential,None,None,Switch
5/1/2025 3:16,SS_002,SM_01,234.15,7.43,1.74,50.01,0.029,Commercial,None,None,SmartMeter
5/1/2025 3:17,SS_001,SM_01,227.61,11.44,2.6,50.07,0.0433,Residential,None,None,SmartMeter
5/1/2025 3:18,SS_002,SM_01,235.19,8.47,1.99,49.95,0.0332,Commercial,UnderVoltage,Load_Balance,SmartMeter
5/1/2025 3:19,SS_002,SW_01,225.11,8.67,1.95,50.08,0.0325,Residential,None,None,Switch
5/1/2025 3:20,SS_001,TR_01,233.78,7.23,1.69,50.17,0.0282,Industrial,None,None,Transformer
5/1/2025 3:21,SS_002,TR_01,236.78,11.24,2.66,50.38,0.0443,Residential,None,None,Transformer
5/1/2025 3:22,SS_001,SW_01,226.13,6.27,1.42,49.64,0.0237,Industrial,None,None,Switch
5/1/2025 3:23,SS_001,SW_01,237.48,11.96,2.84,49.99,0.0473,Industrial,Overload,Load_Balance,Switch
5/1/2025 3:24,SS_001,SM_01,231.4,6.62,1.53,50.49,0.0255,Residential,None,None,SmartMeter
5/1/2025 3:25,SS_001,SW_01,230.65,10.33,2.38,50.15,0.0397,Industrial,None,None,Switch
5/1/2025 3:26,SS_002,SW_01,232.41,10.67,2.48,49.84,0.0413,Residential,None,None,Switch
5/1/2025 3:27,SS_001,TR_01,232.36,15.65,3.64,50.27,0.0607,Industrial,None,None,Transformer
5/1/2025 3:28,SS_001,TR_01,237.97,8.47,2.02,49.8,0.0337,Residential,None,None,Transformer
5/1/2025 3:29,SS_002,SM_01,229.37,10.17,2.33,50.22,0.0388,Commercial,UnderVoltage,Load_Balance,SmartMeter
5/1/2025 3:30,SS_002,TR_01,221.54,14.59,3.23,49.97,0.0538,Residential,None,None,Transformer
5/1/2025 3:31,SS_001,SM_01,227.87,6.96,1.59,49.67,0.0265,Industrial,None,None,SmartMeter
5/1/2025 3:32,SS_002,SM_01,234.12,10.22,2.39,49.74,0.0398,Industrial,None,None,SmartMeter
5/1/2025 3:33,SS_001,TR_01,223.52,8.99,2.01,50.33,0.0335,Commercial,None,None,Transformer
5/1/2025 3:34,SS_001,SW_01,228.7,5.49,1.26,49.95,0.021,Residential,None,None,Switch
5/1/2025 3:35,SS_001,SW_01,228.64,1.91,0.44,49.99,0.0073,Commercial,None,None,Switch
5/1/2025 3:36,SS_002,TR_01,228.85,12.09,2.77,50.37,0.0462,Residential,None,None,Transformer
5/1/2025 3:37,SS_001,TR_01,235.63,9.19,2.17,49.78,0.0362,Commercial,None,None,Transformer
5/1/2025 3:38,SS_001,TR_01,242.87,10.18,2.47,50,0.0412,Commercial,None,None,Transformer
5/1/2025 3:39,SS_002,TR_01,229.88,10.59,2.43,49.97,0.0405,Commercial,None,None,Transformer
5/1/2025 3:40,SS_002,SW_01,227.13,8.36,1.9,49.99,0.0317,Commercial,None,None,Switch
5/1/2025 3:41,SS_001,TR_01,227.28,7.86,1.79,50.02,0.0298,Residential,None,None,Transformer
5/1/2025 3:42,SS_001,SW_01,228.73,14.51,3.32,49.47,0.0553,Industrial,None,None,Switch
5/1/2025 3:43,SS_002,TR_01,235.46,13.74,3.24,49.59,0.054,Industrial,None,None,Transformer
5/1/2025 3:44,SS_001,SM_01,228.29,8.89,2.03,49.72,0.0338,Industrial,None,None,SmartMeter
5/1/2025 3:45,SS_002,SW_01,226.11,6.67,1.51,50.35,0.0252,Commercial,None,None,Switch
5/1/2025 3:46,SS_001,TR_01,234.68,13.81,3.24,50.14,0.054,Residential,None,None,Transformer
5/1/2025 3:47,SS_002,SM_01,224.35,8.43,1.89,50.1,0.0315,Industrial,None,None,SmartMeter
5/1/2025 3:48,SS_001,SM_01,223.89,12.14,2.72,49.95,0.0453,Industrial,None,None,SmartMeter
5/1/2025 3:49,SS_001,SM_01,228.13,12.13,2.77,50.09,0.0462,Commercial,None,None,SmartMeter
5/1/2025 3:50,SS_001,SW_01,228.2,13.48,3.08,49.78,0.0513,Commercial,Overload,Load_Balance,Switch
5/1/2025 3:51,SS_001,SW_01,233.08,11.78,2.75,49.94,0.0458,Residential,None,None,Switch
5/1/2025 3:52,SS_001,SW_01,231.63,6.25,1.45,50.18,0.0242,Commercial,None,None,Switch
5/1/2025 3:53,SS_001,SW_01,229.08,8.43,1.93,50.21,0.0322,Commercial,None,None,Switch
5/1/2025 3:54,SS_002,SM_01,226.48,5.77,1.31,49.69,0.0218,Residential,None,None,SmartMeter
5/1/2025 3:55,SS_002,SW_01,233.03,6.16,1.44,50.35,0.024,Industrial,None,None,Switch
5/1/2025 3:56,SS_001,SW_01,219.59,15.09,3.31,50.04,0.0552,Residential,None,None,Switch
5/1/2025 3:57,SS_001,TR_01,229.52,8.37,1.92,50.08,0.032,Industrial,None,None,Transformer
5/1/2025 3:58,SS_002,SW_01,229.81,13.31,3.06,50.02,0.051,Industrial,None,None,Switch
5/1/2025 3:59,SS_001,SM_01,230.75,8.91,2.06,49.99,0.0343,Commercial,None,None,SmartMeter
5/1/2025 4:00,SS_001,TR_01,231.54,4.87,1.13,49.73,0.0188,Residential,None,None,Transformer
5/1/2025 4:01,SS_002,TR_01,233.72,10.51,2.46,49.96,0.041,Commercial,Overload,Load_Balance,Transformer
5/1/2025 4:02,SS_002,SM_01,230.09,11.04,2.54,49.89,0.0423,Industrial,None,None,SmartMeter
5/1/2025 4:03,SS_001,SM_01,226.11,10.59,2.39,49.8,0.0398,Commercial,None,None,SmartMeter
